img_name,dataset,coarse_iou,coarse_sm,coarse_mae,coarse_bf,naive_iou,naive_sm,naive_mae,naive_bf,naive_narrow_iou,naive_narrow_bf,refined_iou,refined_sm,refined_mae,refined_bf,refined_narrow_iou,refined_narrow_bf,coarse_narrow_iou,coarse_narrow_bf,centroid_distance,gt_area_ratio,gate_decision,S_score,LocalSAM_triggered
camourflage_00011,TR-CAMO,0.327007249784964,0.5870050778806732,0.15641794043294102,0.11196822767736614,0.3263605946380924,0.5864852513056521,0.15663656767054648,0.11184537238488758,0.40129387729833466,0.14567640017647784,0.3263605946380924,0.5864852513056521,0.15663656767054648,0.11184537238488758,0.40129387729833466,0.14567640017647784,0.401899890390939,0.1458793551585462,0.04591424152239597,0.11594038763987957,full,7.912466,False
camourflage_00013,TR-CAMO,0.3373960186331783,0.49031216348324713,0.3756083370718108,0.010760384492569466,0.33747866336353743,0.49041688278658835,0.3754560024593841,0.010680574018237809,0.4756679996516823,0.036586916409532814,0.33747866336353743,0.49041688278658835,0.3754560024593841,0.010680574018237809,0.4756679996516823,0.036586916409532814,0.47570884100393185,0.03658254241469173,0.12251784012620069,0.19514439368571154,full,3.951269,False
camourflage_00014,TR-CAMO,0.16245758287653353,0.317499869307459,0.507292490118577,0.00866606485660718,0.160908767734221,0.31420252958700096,0.5131225296442687,0.008684880791660288,0.4481427882296189,0.05694989504426393,0.160908767734221,0.31420252958700096,0.5131225296442687,0.008684880791660288,0.4481427882296189,0.05694989504426393,0.4481427882296189,0.05694989504426393,0.05651755005198001,0.09839920948616601,full,17.172578,False
camourflage_00015,TR-CAMO,0.6084097594739575,0.7367416555597253,0.12269277108433735,0.091699237374147,0.6084841259158126,0.7367986603825252,0.12265060240963856,0.0915980389366114,0.4915790152932826,0.20639940791908226,0.6084841259158126,0.7367986603825252,0.12265060240963856,0.0915980389366114,0.4915790152932826,0.20639940791908226,0.49161182088011357,0.20665635822016273,0.031877787395504294,0.19299397590361445,full,0.951473,False
camourflage_00016,TR-CAMO,0.6912826041385919,0.7887748014928128,0.09440476190476191,0.173478827426366,0.6897334767539142,0.787117690395715,0.09509157509157509,0.17020423840617224,0.5586641277281382,0.26902467995248786,0.6897334767539142,0.787117690395715,0.09509157509157509,0.17020423840617224,0.5586641277281382,0.26902467995248786,0.5594426109277595,0.2735497471547062,0.008816716500527505,0.21167582417582417,full,14.978921,False
camourflage_00017,TR-CAMO,0.6040270766406608,0.6988861530196944,0.18406933333333333,0.12832726500327715,0.6039210962549975,0.6987940603696063,0.18413866666666667,0.12802201655302625,0.49497784342688333,0.2917852065036219,0.6039210962549975,0.6987940603696063,0.18413866666666667,0.12802201655302625,0.49497784342688333,0.2917852065036219,0.4948316597755464,0.2919310291288934,0.06040165282125413,0.301336,full,5.716081,False
camourflage_00019,TR-CAMO,0.751478131641605,0.8248909034655205,0.05468798075824201,0.161254514465247,0.751488321173716,0.8249084290681957,0.054678310649602734,0.1607097869059655,0.501764412565686,0.2422534485041057,0.751488321173716,0.8249084290681957,0.054678310649602734,0.1607097869059655,0.501764412565686,0.2422534485041057,0.5020997526318817,0.24267161989650168,0.010003321594529003,0.1727811056626398,full,13.84536,False
camourflage_00020,TR-CAMO,0.7335837773603711,0.7792971690355885,0.13805021452407437,0.3552662426503778,0.7334048750574889,0.779120382854506,0.13816939456539012,0.35580233384920246,0.6232391685068149,0.4149973125896511,0.7334048750574889,0.779120382854506,0.13816939456539012,0.35580233384920246,0.6232391685068149,0.4149973125896511,0.6235527117611213,0.41435629825926545,0.014421129337455187,0.3830247894485937,full,10.375963,False
camourflage_00021,TR-CAMO,0.49755817038412686,0.5733783850202829,0.3047437971952535,0.06350176412520134,0.4976001304438054,0.5734330723824232,0.3046826681049982,0.06328820818140067,0.40799954483386436,0.1282222115599767,0.4976001304438054,0.5734330723824232,0.3046826681049982,0.06328820818140067,0.40799954483386436,0.1282222115599767,0.4080190021050236,0.12828154719613538,0.1210409197502879,0.3432964760877382,full,4.632467,False
camourflage_00022,TR-CAMO,0.7899220293787003,0.8013604036743809,0.10361853832442068,0.1247529153402419,0.7899243825348048,0.8013662973575715,0.10362299465240642,0.12490994446080375,0.488151163164838,0.18356008321042375,0.7899243825348048,0.8013662973575715,0.10362299465240642,0.12490994446080375,0.488151163164838,0.18356008321042375,0.48815768302493967,0.18320735464304952,0.03778678936798573,0.4104309905780494,full,8.426741,False
camourflage_00023,TR-CAMO,0.08655003921539747,0.44914413304625206,0.29503053512282434,0.021668771107798097,0.08645103317731025,0.44910776669110797,0.29502339935897054,0.021501744481156018,0.1111111111111111,0.09484757902490945,0.08645103317731025,0.44910776669110797,0.29502339935897054,0.021501744481156018,0.1111111111111111,0.09484757902490945,0.11117113872381296,0.09482636663975966,0.38744891966311973,0.06490334013213056,full,6.159323,False
camourflage_00024,TR-CAMO,0.798429916283918,0.8639458548117237,0.05859848484848485,0.3489934811138761,0.795882639001459,0.8621736294362341,0.059621212121212123,0.32908515274171535,0.5903404592240696,0.39558340969331435,0.795882639001459,0.8621736294362341,0.059621212121212123,0.32908515274171535,0.5903404592240696,0.39558340969331435,0.5929182319558788,0.41856464597811877,0.006852032762418481,0.23931818181818182,full,10.654968,False
